acronym,name,classification,formula,bands,polarizations,constants,external_variables,reductions,source,contributor,date_of_addition
TCI,Triangular Chlorophyll Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",1.2 * (RE1 - G) - 1.5 * (R - G) * (RE1 / R) ** 0.5,"['RE1', 'G', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'http://dx.doi.org/10.1109/TGRS.2007.904836', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Driss Haboudane', 'Nicolas Tremblay', 'John R. Miller', 'Philippe Vigneault'], 'citations_metrics': {'citation_count': 295, 'date': '2026-08-18', 'overall': {'percentile': 53.67, 'percentile_similar_age': 38.24, 'rank': 146, 'rank_similar_age': 22}, 'similar_age_count': 34, 'within_application_domain': {'percentile': 39.81, 'percentile_similar_age': 31.25, 'rank': 128, 'rank_similar_age': 12}}, 'how_to_cite': {'apa': 'Driss Haboudane, Nicolas Tremblay, John R. Miller, & Philippe Vigneault (2008). Remote Estimation of Crop Chlorophyll Content Using Spectral Indices Derived From Hyperspectral Data. IEEE Transactions on Geoscience and Remote Sensing, 46(2). https://doi.org/10.1109/tgrs.2007.904836', 'bibtex': 'ASI_TCI'}, 'issue': '2', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'Remote Estimation of Crop Chlorophyll Content Using Spectral Indices Derived From Hyperspectral Data', 'type': 'article', 'volume': '46', 'year': 2008}}",https://github.com/davemlz,2021-05-14
TDVI,Transformed Difference Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",1.5 * ((N - R)/((N ** 2.0 + R + 0.5) ** 0.5)),"['N', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1109/IGARSS.2002.1026867', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['A. Bannari', 'H. Asalhi', 'P.M. Teillet'], 'citations_metrics': {'citation_count': 72, 'date': '2026-08-18', 'overall': {'percentile': 21.73, 'percentile_similar_age': None, 'rank': 246, 'rank_similar_age': None}, 'similar_age_count': 0, 'within_application_domain': {'percentile': 17.54, 'percentile_similar_age': None, 'rank': 175, 'rank_similar_age': None}}, 'how_to_cite': {'apa': 'A. Bannari, H. Asalhi, & P.M. Teillet (n.d.). Transformed difference vegetation index (TDVI) for vegetation cover mapping. IEEE International Geoscience and Remote Sensing Symposium, 5. https://doi.org/10.1109/igarss.2002.1026867', 'bibtex': 'ASI_TDVI'}, 'journal': 'IEEE International Geoscience and Remote Sensing Symposium', 'source': 'crossref', 'title': 'Transformed difference vegetation index (TDVI) for vegetation cover mapping', 'type': 'conference_paper', 'volume': '5'}}",https://github.com/davemlz,2022-04-09
TGI,Triangular Greenness Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",- 0.5 * (190 * (R - G) - 120 * (R - B)),"['R', 'G', 'B']",[],{},{},{},"{'source_companions': [], 'source_link': 'http://dx.doi.org/10.1016/j.jag.2012.07.020', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['E. Raymond Hunt', 'Paul C. Doraiswamy', 'James E. McMurtrey', 'Craig S.T. Daughtry', 'Eileen M. Perry', 'Bakhyt Akhmedov'], 'citations_metrics': {'citation_count': 291, 'date': '2026-08-18', 'overall': {'percentile': 53.35, 'percentile_similar_age': 75.86, 'rank': 147, 'rank_similar_age': 8}, 'similar_age_count': 29, 'within_application_domain': {'percentile': 39.34, 'percentile_similar_age': 66.67, 'rank': 129, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'E. Raymond Hunt, Paul C. Doraiswamy, James E. McMurtrey, Craig S.T. Daughtry, Eileen M. Perry, & Bakhyt Akhmedov (2013). A visible band index for remote sensing leaf chlorophyll content at the canopy scale. International Journal of Applied Earth Observation and Geoinformation, 21. https://doi.org/10.1016/j.jag.2012.07.020', 'bibtex': 'ASI_TGI'}, 'journal': 'International Journal of Applied Earth Observation and Geoinformation', 'source': 'crossref', 'title': 'A visible band index for remote sensing leaf chlorophyll content at the canopy scale', 'type': 'article', 'volume': '21', 'year': 2013}}",https://github.com/davemlz,2021-05-14
TMTCbrightness,Thematic Mapper Tasseled Cap Brightness Feature,"{'application_domain': 'vegetation', 'family': ['tasseled_cap'], 'sensing_modalities': ['multispectral']}",0.3037 * B + 0.2793 * G + 0.4743 * R + 0.5585 * N + 0.5082 * S1 + 0.1863 * S2,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['TMTCwetness', 'TMTCgreenness', 'TMTCfourth', 'TMTCfifth', 'TMTCsixth'], 'source_link': 'https://doi.org/10.1109/TGRS.1984.350619', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Eric P. Crist', 'Richard C. Cicone'], 'citations_metrics': {'citation_count': 939, 'date': '2026-08-18', 'overall': {'percentile': 83.07, 'percentile_similar_age': 100.0, 'rank': 54, 'rank_similar_age': 1}, 'similar_age_count': 6, 'within_application_domain': {'percentile': 77.25, 'percentile_similar_age': 100.0, 'rank': 49, 'rank_similar_age': 1}}, 'how_to_cite': {'apa': 'Eric P. Crist, & Richard C. Cicone (1984). A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap. IEEE Transactions on Geoscience and Remote Sensing, GE-22(3). https://doi.org/10.1109/tgrs.1984.350619', 'bibtex': 'ASI_TMTCbrightness'}, 'issue': '3', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap', 'type': 'article', 'volume': 'GE-22', 'year': 1984}}",https://github.com/remi-braun,2026-08-06
TMTCfifth,Thematic Mapper Tasseled Cap Fifth Feature,"{'application_domain': 'vegetation', 'family': ['tasseled_cap'], 'sensing_modalities': ['multispectral']}",-0.3280 * B + 0.0549 * G + 0.1075 * R + 0.1855 * N - 0.4357 * S1 + 0.8085 * S2,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['TMTCbrightness', 'TMTCwetness', 'TMTCgreenness', 'TMTCfourth', 'TMTCsixth'], 'source_link': 'https://doi.org/10.1109/TGRS.1984.350619', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Eric P. Crist', 'Richard C. Cicone'], 'citations_metrics': {'citation_count': 939, 'date': '2026-08-18', 'overall': {'percentile': 83.07, 'percentile_similar_age': 100.0, 'rank': 55, 'rank_similar_age': 2}, 'similar_age_count': 6, 'within_application_domain': {'percentile': 77.25, 'percentile_similar_age': 100.0, 'rank': 50, 'rank_similar_age': 2}}, 'how_to_cite': {'apa': 'Eric P. Crist, & Richard C. Cicone (1984). A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap. IEEE Transactions on Geoscience and Remote Sensing, GE-22(3). https://doi.org/10.1109/tgrs.1984.350619', 'bibtex': 'ASI_TMTCbrightness'}, 'issue': '3', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap', 'type': 'article', 'volume': 'GE-22', 'year': 1984}}",https://github.com/davemlz,2026-08-06
TMTCfourth,Thematic Mapper Tasseled Cap Fourth Feature,"{'application_domain': 'vegetation', 'family': ['tasseled_cap'], 'sensing_modalities': ['multispectral']}",-0.8242 * B + 0.0849 * G + 0.4392 * R - 0.0580 * N + 0.2012 * S1 - 0.2768 * S2,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['TMTCbrightness', 'TMTCwetness', 'TMTCgreenness', 'TMTCfifth', 'TMTCsixth'], 'source_link': 'https://doi.org/10.1109/TGRS.1984.350619', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Eric P. Crist', 'Richard C. Cicone'], 'citations_metrics': {'citation_count': 939, 'date': '2026-08-18', 'overall': {'percentile': 83.07, 'percentile_similar_age': 100.0, 'rank': 56, 'rank_similar_age': 3}, 'similar_age_count': 6, 'within_application_domain': {'percentile': 77.25, 'percentile_similar_age': 100.0, 'rank': 51, 'rank_similar_age': 3}}, 'how_to_cite': {'apa': 'Eric P. Crist, & Richard C. Cicone (1984). A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap. IEEE Transactions on Geoscience and Remote Sensing, GE-22(3). https://doi.org/10.1109/tgrs.1984.350619', 'bibtex': 'ASI_TMTCbrightness'}, 'issue': '3', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap', 'type': 'article', 'volume': 'GE-22', 'year': 1984}}",https://github.com/davemlz,2026-08-06
TMTCgreenness,Thematic Mapper Tasseled Cap Greenness Feature,"{'application_domain': 'vegetation', 'family': ['tasseled_cap'], 'sensing_modalities': ['multispectral']}",-0.2848 * B - 0.2435 * G - 0.5436 * R + 0.7243 * N + 0.0840 * S1 - 0.1800 * S2,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['TMTCbrightness', 'TMTCwetness', 'TMTCfourth', 'TMTCfifth', 'TMTCsixth'], 'source_link': 'https://doi.org/10.1109/TGRS.1984.350619', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Eric P. Crist', 'Richard C. Cicone'], 'citations_metrics': {'citation_count': 939, 'date': '2026-08-18', 'overall': {'percentile': 83.07, 'percentile_similar_age': 100.0, 'rank': 57, 'rank_similar_age': 4}, 'similar_age_count': 6, 'within_application_domain': {'percentile': 77.25, 'percentile_similar_age': 100.0, 'rank': 52, 'rank_similar_age': 4}}, 'how_to_cite': {'apa': 'Eric P. Crist, & Richard C. Cicone (1984). A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap. IEEE Transactions on Geoscience and Remote Sensing, GE-22(3). https://doi.org/10.1109/tgrs.1984.350619', 'bibtex': 'ASI_TMTCbrightness'}, 'issue': '3', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap', 'type': 'article', 'volume': 'GE-22', 'year': 1984}}",https://github.com/remi-braun,2026-08-06
TMTCsixth,Thematic Mapper Tasseled Cap Sixth Feature,"{'application_domain': 'vegetation', 'family': ['tasseled_cap'], 'sensing_modalities': ['multispectral']}",0.1084 * B - 0.9022 * G + 0.4120 * R + 0.0573 * N - 0.0251 * S1 + 0.0238 * S2,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['TMTCbrightness', 'TMTCwetness', 'TMTCgreenness', 'TMTCfourth', 'TMTCfifth'], 'source_link': 'https://doi.org/10.1109/TGRS.1984.350619', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Eric P. Crist', 'Richard C. Cicone'], 'citations_metrics': {'citation_count': 939, 'date': '2026-08-18', 'overall': {'percentile': 83.07, 'percentile_similar_age': 100.0, 'rank': 58, 'rank_similar_age': 5}, 'similar_age_count': 6, 'within_application_domain': {'percentile': 77.25, 'percentile_similar_age': 100.0, 'rank': 53, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'Eric P. Crist, & Richard C. Cicone (1984). A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap. IEEE Transactions on Geoscience and Remote Sensing, GE-22(3). https://doi.org/10.1109/tgrs.1984.350619', 'bibtex': 'ASI_TMTCbrightness'}, 'issue': '3', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap', 'type': 'article', 'volume': 'GE-22', 'year': 1984}}",https://github.com/davemlz,2026-08-06
TMTCwetness,Thematic Mapper Tasseled Cap Wetness Feature,"{'application_domain': 'vegetation', 'family': ['tasseled_cap'], 'sensing_modalities': ['multispectral']}",0.1509 * B + 0.1973 * G + 0.3279 * R + 0.3406 * N - 0.7112 * S1 - 0.4572 * S2,"['B', 'G', 'R', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': ['TMTCbrightness', 'TMTCgreenness', 'TMTCfourth', 'TMTCfifth', 'TMTCsixth'], 'source_link': 'https://doi.org/10.1109/TGRS.1984.350619', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Eric P. Crist', 'Richard C. Cicone'], 'citations_metrics': {'citation_count': 939, 'date': '2026-08-18', 'overall': {'percentile': 83.07, 'percentile_similar_age': 100.0, 'rank': 59, 'rank_similar_age': 6}, 'similar_age_count': 6, 'within_application_domain': {'percentile': 77.25, 'percentile_similar_age': 100.0, 'rank': 54, 'rank_similar_age': 6}}, 'how_to_cite': {'apa': 'Eric P. Crist, & Richard C. Cicone (1984). A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap. IEEE Transactions on Geoscience and Remote Sensing, GE-22(3). https://doi.org/10.1109/tgrs.1984.350619', 'bibtex': 'ASI_TMTCbrightness'}, 'issue': '3', 'journal': 'IEEE Transactions on Geoscience and Remote Sensing', 'source': 'crossref', 'title': 'A Physically-Based Transformation of Thematic Mapper Data---The TM Tasseled Cap', 'type': 'article', 'volume': 'GE-22', 'year': 1984}}",https://github.com/remi-braun,2026-08-06
TRRVI,Transformed Red Range Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",((RE2 - R) / (RE2 + R)) / (((N - R) / (N + R)) + 1.0),"['RE2', 'R', 'N']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.3390/rs12152359', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Víctor Blanco', 'Pedro José Blaya-Ros', 'Cristina Castillo', 'Fulgencio Soto-Vallés', 'Roque Torres-Sánchez', 'Rafael Domingo'], 'citations_metrics': {'citation_count': 42, 'date': '2026-08-18', 'overall': {'percentile': 15.34, 'percentile_similar_age': 27.4, 'rank': 269, 'rank_similar_age': 55}, 'similar_age_count': 73, 'within_application_domain': {'percentile': 14.22, 'percentile_similar_age': 37.84, 'rank': 183, 'rank_similar_age': 25}}, 'how_to_cite': {'apa': 'Víctor Blanco, Pedro José Blaya-Ros, Cristina Castillo, Fulgencio Soto-Vallés, Roque Torres-Sánchez, & Rafael Domingo (2020). Potential of UAS-Based Remote Sensing for Estimating Tree Water Status and Yield in Sweet Cherry Trees. Remote Sensing, 12(15). https://doi.org/10.3390/rs12152359', 'bibtex': 'ASI_TRRVI'}, 'issue': '15', 'journal': 'Remote Sensing', 'source': 'crossref', 'title': 'Potential of UAS-Based Remote Sensing for Estimating Tree Water Status and Yield in Sweet Cherry Trees', 'type': 'article', 'volume': '12', 'year': 2020}}",https://github.com/davemlz,2021-09-18
TSAVI,Transformed Soil-Adjusted Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",sla * (N - sla * R - slb) / (sla * N + R - sla * slb),"['N', 'R']",[],"{'sla': {'default_value': 1.0, 'description': 'Soil line slope. N = sla * R + slb (only for soil pixels/measurements)', 'suggested_values': {'Equal TSAVI to NDVI when slb is 0.0': 1.0}}, 'slb': {'default_value': 0.0, 'description': 'Soil line intercept.  N = sla * R + slb (only for soil pixels/measurements)', 'suggested_values': {'Equal TSAVI to NDVI when sla is 1.0': 0.0}}}",{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1109/IGARSS.1989.576128', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['F. Baret', 'G. Guyot', 'D.J. Major'], 'citations_metrics': {'citation_count': 145, 'date': '2026-08-18', 'overall': {'percentile': 37.38, 'percentile_similar_age': None, 'rank': 203, 'rank_similar_age': None}, 'similar_age_count': 0, 'within_application_domain': {'percentile': 24.64, 'percentile_similar_age': None, 'rank': 160, 'rank_similar_age': None}}, 'how_to_cite': {'apa': 'F. Baret, G. Guyot, & D.J. Major (n.d.). TSAVI: A Vegetation Index Which Minimizes Soil Brightness Effects On LAI And APAR Estimation. 12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,, 3. https://doi.org/10.1109/igarss.1989.576128', 'bibtex': 'ASI_TSAVI'}, 'journal': '12th Canadian Symposium on Remote Sensing Geoscience and Remote Sensing Symposium,', 'source': 'crossref', 'title': 'TSAVI: A Vegetation Index Which Minimizes Soil Brightness Effects On LAI And APAR Estimation', 'type': 'conference_paper', 'volume': '3'}}",https://github.com/davemlz,2021-05-14
TTVI,Transformed Triangular Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",0.5 * ((865.0 - 740.0) * (RE3 - RE2) - (N2 - RE2) * (783.0 - 740)),"['RE3', 'RE2', 'N2']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.3390/rs12010016', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Naichen Xing', 'Wenjiang Huang', 'Qiaoyun Xie', 'Yue Shi', 'Huichun Ye', 'Yingying Dong', 'Mingquan Wu', 'Gang Sun', 'Quanjun Jiao'], 'citations_metrics': {'citation_count': 64, 'date': '2026-08-18', 'overall': {'percentile': 20.77, 'percentile_similar_age': 30.88, 'rank': 249, 'rank_similar_age': 48}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 16.59, 'percentile_similar_age': 38.24, 'rank': 177, 'rank_similar_age': 22}}, 'how_to_cite': {'apa': 'Naichen Xing, Wenjiang Huang, Qiaoyun Xie, Yue Shi, Huichun Ye, Yingying Dong, Mingquan Wu, Gang Sun, & Quanjun Jiao (2019). A Transformed Triangular Vegetation Index for Estimating Winter Wheat Leaf Area Index. Remote Sensing, 12(1). https://doi.org/10.3390/rs12010016', 'bibtex': 'ASI_TTVI'}, 'issue': '1', 'journal': 'Remote Sensing', 'source': 'crossref', 'title': 'A Transformed Triangular Vegetation Index for Estimating Winter Wheat Leaf Area Index', 'type': 'article', 'volume': '12', 'year': 2019}}",https://github.com/davemlz,2021-09-18
